"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"664","5525.rds","","-1",5525,"Palestinian ambassador exposing the hypocrisy of Western media. Everything that needs to be said is here. One of the best interviews ever. Don't miss it. Gaza",1,10,11840
"665","5529.rds","","-1",5529,"My family group chat in Gaza are advising each other on how to make sure they dont breathe in the white phosphorous bombs that they believe weredropped near Khan Yunis. The stench is unbearable. Keep a damp towel near your mouth .. close your windows dont rub your eyes",1,10,10081
"666","5571.rds","content_filter",NA,5571,"My heart is so heavy. May Allah protect the people of Palestine and grant the martyrs the highest level of Jannah",1,10,17846
"667","5574.rds","","-1",5574,"Do you stand with Palestine ? Vote and RT Please. Lets make it the biggest Pakistani poll ever in Palestines favour. Thanks.",1,10,6937
"668","5590.rds","","-1",5590,"I stand with Palestine  retweet if you too.",1,10,6108
"669","5611.rds","","-1",5611,"We stand with the Palestinian state and the Palestinian people. Before the Zionists occupied Palestine Jews lived in peace and harmony with Muslims. reassures its position supporting Palestine against the Israeli oppression. Gaza",1,10,4503
"670","5612.rds","content_filter",NA,5612,"For the second time today a zionist has attempted to attack The Peoples Forum their right to resist!",1,10,7793
"671","5642.rds","","0",5642,"For those blowing me up asking me which side Im on. You guys dont get it do you. If my post havent made it clear heres the break down. I AM NOT PRO ISRAEL I AM NOT PRO PALESTINE I AM PRO AMERICA I do not find the murder kidnapping torture of unarmed noncombatants",1,10,5670
"672","5651.rds","","-1",5651,"Currently happening. The largest march in the history of Jordan the country that neighbours the long borders of Israel  Palestine. The people of Amman are demanding the borders to Palestine be completely opened.",1,10,3413
"673","5655.rds","","-1",5655,"100 million Indians died liberating their country from British India.165 million is the total number of civilians and military that died during the British rule. Palestine is next. Brave people dont care if they die as long as they live proud brave and free.",1,10,3933
"674","5659.rds","","-1",5659,"Multiple times todayattributed claims to Palestines ambassador  which were untrue. She put these to Labour MPs in an effort to get David Lammy to not share a platform with Zumlot tonight. She then lied about Lammy not going. Why?",1,10,3097
"675","5680.rds","content_filter",NA,5680,"I would like to say that after Saturday October 7 2023 the Zionist regime will no longer be the regime it used to be and they cannot easily compensate for the blow that has struck them. Imam Khamenei Oct. 10 2023 AlAqsaStorm Palestine",1,10,3291
"676","5693.rds","","-1",5693,"I saw this elsewhere so it's not mine.Queers for Palestine is identical to Chickens for KFC.An analogy befitting of my satire.",1,10,6182
"677","5696.rds","","1",5696,"Israel is Not at War With Palestine We Are at War with Hamas and Will Eliminate Hamas  Freeman This is not about religion or occupation of land this is about evil and good anybody who tries to justify this or not condemn this must ask questions of their moral compass because",1,10,1887
"678","5716.rds","","-1",5716,"Have lost quite a number of followers for my support of Palestinians and their right to exist. Im sorry if I do not side with your genocidal views of treating Palestinians as sub human. For the avoidance of doubt you can stand against Hamas and still support Palestine",1,10,3282
"679","5729.rds","","-1",5729,"Sergey Lavrov 2022 If you cannot sleep because of the RussiaUkraine conflict here is some advice... imagine Ukraine is Palestine.",1,10,1879
"680","5731.rds","","-1",5731,"You do not have to be a Muslim to support Palestine all you have to do is be a human being. The criminal Zionist entity occupying the land in Palestine has been killing innocent people for 60 years.",1,10,1629
"681","5788.rds","","-1",5788,"List of Palestine Hamas Supporters Rahul Gandhi Arvind Kejriwal Mia Khalifa What a Combination",1,10,1486
"682","5820.rds","","-1",5820,"really tough decision regarding israel should i trust freedom fighters like nelson mandela malcolm x angela davis and muhammad ali and their support of palestine or an actor from a netflix show",1,11,109985
"683","5835.rds","","1",5835,"Floyd Mayweather shares message of support after Hamas attacks I stand with Israel He is now sending his private jet Air Mayweather to the Middle Eastern country to deliver food and other supplies including bulletproof vests for Israeli Defense Force soldiers.",1,11,140640
"684","5843.rds","","0",5843,"Heavily Censored Story! 8yearold Yonatan Erlichman vaccinated with 4 DOSES of the Pfizer vaccine known from commercials dedicated to the popularization of childhood vaccination against Covid19 in the country died from the consequences of a heart attack in Israel. Of",1,11,21278
"685","5851.rds","","-1",5851,"Heres why the Palestinian attack on Israel was not unprovoked",1,11,18470
"686","5866.rds","","1",5866,"I come with a clear message  we have Israels back. We thank the U.S. for its support against Hamas terrorism.",1,11,45136
"687","5897.rds","content_filter",NA,5897,"An ISIS flag left by Hamas terrorists in one of the Kibbutzim they massacred in southern Israel. Hamas takes notes from ISIS. Hamas is ISIS.",1,11,19610
"688","5907.rds","","0",5907,"Latest Russian joke  What does mobilization have common in Russia and Israel?  Long lines for flights to Tel Aviv.",1,11,33246
"689","5932.rds","","1",5932,"Biden is going to try and use the war in Israel to distract from the fact he's a traitor to America.",1,11,20612
"690","5951.rds","","-1",5951,"Following Israel's killing of 7 journalists in Gaza and bombing the home of Al Jazeera journalist Tamer Almisshal Israel's Communications Minister Shlomo Karhi is pushing an emergency regulation to shut down Al Jazeera's coverage from inside Gaza.",1,11,10090
"691","5961.rds","","1",5961,"Israelis from around the world have travelled home to join their army units. This was the scene at 2am in Israels airport. Citizens came to welcome them home.",1,11,20010
"692","6086.rds","","0",6086,"First of all this video is not from the current conflict between Israel and Hamas. It's from the video game Arma 3. Second war is not a game for retweets and likes on social media.",1,11,1711
"693","6129.rds","","0",6129,"Elon turned the best app for real time information  news into the biggest fake news app on earth. Wow. From Ferguson in real time to all of this fake news during an international conflict.",1,11,438
"694","6150.rds","","0",6150,"Believe the talking points flying out of an open conflict or youre a nazi  is how dumb people digest complex situations.",1,11,762
"695","6157.rds","","0",6157,"Vladimir Putin said that the conflict in Palestine has not been going on for long and has become a manifestation of injustice raised to an incredible degree. The President added that the Palestinian issue is in the heart of every person in the region.  What is happening is",1,11,164
"696","6247.rds","","0",6247,"When I was your president we had PEACE through STRENGTH and now we have weakness conflict and chaos!",1,11,125
"697","6248.rds","","0",6248,"LATEST People in northern Israel are urged to take shelter after a hostile aircraft entered from Lebanon into Israeli air space the Israel Defense Forces said. Follow live updates on the IsraelGaza conflict",1,11,152
"698","6264.rds","content_filter",NA,6264,"Tigray Warkilled 600K  800K people120K women's  Girls subjected to conflictrelated sexual violenceover 1000000IDP 60K tingray's fled to Sudan2.3 Childrenremains out School TigrayGenocide",1,11,65
"699","6302.rds","","0",6302,"When someone asks your opinion of the IsraelPalestine conflict but you dont want to get fired from your job",1,11,718
"700","6339.rds","","1",6339,"Why does the Academic Left support liberation in Palestine? Because it's antiWestern anticapitalist Leninism infused into the regional conflict.",1,11,225
"701","6349.rds","content_filter",NA,6349,"Hamas sends Al Jazeera a video of them releasing an Israeli mother and her 2 children. Al Jazeera says its to prove that they dont kill children.",1,11,50964
"702","6358.rds","content_filter",NA,6358,"If you're on the Right and sympathizing with Hamas it should concern you that you're on the same side as the radical left BLM trans activists open borders advocates and every other type of antiwhite antichristian left wing militant who wants you and your family dead",1,11,30897
"703","6398.rds","content_filter",NA,6398,"The left wing is Hamas and pedophiles.",1,11,2275
"704","6419.rds","content_filter",NA,6419,"Adi VitalKaploun was abducted by Hamas terrorists along with her two young children who are 4 years and 6 months old. The children were abandoned by the terrorists in Gaza near the border and were eventually found by the IDF. Why is it so hard forto say that",1,11,1081
"705","6420.rds","content_filter",NA,6420,"The White House has just issued a statement about beheadings by Hamas. As they killed parents in front of their children and killed children in front of their parents and raped young women before murdering them and then displayed their corpses with immense pride I think we can",1,11,1419
"706","6421.rds","","1",6421,"Among those feared abducted by Hamas is Vivian Silver who drove Palestinians to hospitals in Tel Aviv or Jerusalem for medical care. Wrenching.",1,11,894
"707","6453.rds","","1",6453,". is a Hamas affiliate led by former members of the Holy Land Foundation the Islamic Assoc for Palestine and KindHearts. All three orgs were shut down by the US gov for financing Hamas. No surprise they're engaging in PR for Hamas.",1,11,389
"708","6486.rds","content_filter",NA,6486,"While actions such as murdering children  liberation for Palestine because HAMAS killed innocent ppl",1,11,694
"709","6498.rds","content_filter",NA,6498,"ICYMI  Rahim Mohamed Instead of serving its members CUPE doubles down on support for Hamas' mass slaughter",1,11,126
"710","6516.rds","content_filter",NA,6516,"The inhuman depravity of Hamas apologists online. Arguing over whether Jewish babies were beheaded or merely shot to death. Arguing over whether a young woman at a dance party was raped and murdered or was just murdered. How did Western society cultivate such sick barbarism?",1,11,208
"711","6527.rds","","-1",6527,"This is music to the ears of religious fanaticstheyre itching yearning for an American Senator declaring a religious war. Hezbollah and Hamas endorse Grahams massage.",1,11,141
"712","6548.rds","content_filter",NA,6548,"Hamas supporters will try and tell you this is a land dispute going back thousands of years. Land dispute or not it doesnt justify any kind of reason to plan a battalion sized operation and slaughter innocent men women and children. Theres no justifying this mass murder.",1,11,245
"713","6559.rds","","1",6559,"If Hamas had enough money to keep 40000 active terrorists and build a huge rocket arsenal and terrorist tunnels. They could pay for their own electricity and water. Israel should not feed its enemies.",1,11,85
"714","6560.rds","","0",6560,"President Biden was very clear in his speech today that there were plans to rescue Americans held hostage by Hamas in Gaza but hed be an idiot to detail them. Looks like those efforts may be underway.",1,11,116
"715","6593.rds","","1",6593,"Near Sderot IsraelIsraeli emergency responders with years of experience doing the grim work of recovering bodies broke down in tears Wednesday as they told CBS News what they'd witnessed in the aftermath of Hamas' brutal terror attack on Israel. The depth of the horror",1,11,47
"716","6607.rds","","-1",6607,"This was for our brothers and sisters in Gaza. Happy to contribute in the win. Credits to the whole team and especially Abdullah Shafique and Hassan Ali for making it easier. Extremely grateful to the people of Hyderabad for the amazing hospitality and support throughout.",1,11,178582
"717","6616.rds","","1",6616,"Israeli airstrikes continue in Gaza. This is how we deal with terrorists.",1,11,56979
"718","6666.rds","","-1",6666,"People here told me there are still children under the rubble. They are using a generator to run the metal saw to cut throw the rubble. Gaza",1,11,8551
"719","6677.rds","","-1",6677,"Gaza The UN just told me 9 UN staffers have been killed in Gaza 18 UN buildings have sustained damage their schools are at over capacity with the displaced. They are running out of supplies. Gazas power plant has run out of fuel This is a catastrophe unfolding.",1,11,8273
"720","6692.rds","","-1",6692,"The oldest university in Gaza has just been destroyed. I look forward to all the statements of condemnation from European counterparts",1,11,10537
"721","6708.rds","content_filter",NA,6708,"The Israeli state is openly threatening the total destruction of Gaza. Kids entire families medics aid workers are being slaughtered. Hospitals and ambulances are being bombed. Water food electricity have been cut off. And our governments are backing this massacre.",1,11,8797
"722","6752.rds","","-1",6752,"People stop asking if I fear the consequences of speaking up for Palestine. I'm a grandchild of East European peasants I don't own anything I don't have a career and I don't even have a future. All I inherited is my principles and no one can bully me into losing them",1,11,17060
"723","6805.rds","","-1",6805,"I wrote about the Israeli occupation of Palestine and where the cycle of violence beginsnot with a single attack but by slowly and methodically over the course of generations vanquishing all hope among innocent people who have never known freedom.",1,11,3127
"724","6813.rds","","-1",6813,"Help spread the truth about Palestine by sharing this video and countering misinformation",1,11,1811
"725","6829.rds","","-1",6829,"The list was brazenly racist targeting Black South Asian Latinx Muslim and MENA student groups. There was not one name from a Jewish group on the list even though there are Jewish student groups that have been vocal in their support for Palestine.",1,11,5565
"726","6869.rds","","-1",6869,"DEBUNKING ZIONIST MYTHS MYTH 1 Palestine was a barren land Palestine wasn't a barren land. It was a culturally politically and socially coherent region with a shared history and a strong sense of nationalism in the 1920th centuries. 1",1,11,1575
"727","6884.rds","","-1",6884,"if saying free palestine is this controversial I cant imagine existing in a early colonial america and being one of the very few people who thought Maybe we shouldnt be allowed to steal these people land and enslave thousands of innocent people in the process",1,11,3949
"728","6889.rds","","-1",6889,"Global organisations with responsibilities must act Turkish President Erdogan has said in the wake of Israels disproportionate attacks on Palestines Gaza adding that the Palestinian issue remains unresolved due to unfulfilled promises by the international community",1,11,1419
"729","6900.rds","","0",6900,"UkraineRussia ArmeniaAzerbaijan now IsraelPalestine. Here's that multipolar world you ordered. Hope you're happy.",1,11,4075
"730","6906.rds","content_filter",NA,6906,"AND ITS STARTED! ZIONIST LOBBY RULE! UK POLICE ARREST FOR HOLDING PALESTINIAN FLAG! Manchester Police arrested a young Pro Palestinian protestor at St Peters Square Manchester for wearing the Palestine flag. When asked police stated it was for common law breach of peace.",1,11,1044
"731","6940.rds","","-1",6940,"Manchester UK  Its begins. UK police detained a young propalestinian protestor at St Peters Square Manchester for wearing the Palestine flag. Israel Source IROP Joseph Conwoy",1,11,1688
"732","6990.rds","","-1",6990,"If Palestine ever unleashed this level of destruction upon Israel nukes would be launched immediately.",1,12,70713
"733","7017.rds","","1",7017,"Biden told Americans still stuck in Israel that they need to find their own way out. Meanwhile 1000000s of illegals can come here and get a free flight to any US city they choose. Just another reason to impeach this motherfucker of a president.",1,12,44178
"734","7018.rds","","-1",7018,"Crazy how last week Israel had no idea what Hamas was up to and this week they know every hospital mosque and school Hamas is hiding in.",1,12,46213
"735","7036.rds","","0",7036,"BREAKING White House spokesman says US officials have not seen or confirmed pictures of atrocities in Israel saying President Biden based his comments regarding beheaded children on Israeli statements and media reports.",1,12,36377
"736","7060.rds","content_filter",NA,7060,"Pro Hamas protesters atchant theyve got tanks weve got hang gliders glory to the resistance fighters. Hamas terrorists used hang gliders to infiltrate Israel and murder over 1200 people including Americans. These students are glorifying and praising",1,12,22484
"737","7089.rds","","1",7089,"WOW. As President Biden and the entire world stand in solidarity with Israel after the worst terrorist attack in Israels history Donald Trump has decided to attack Israel and its military. Unfit for office.",1,12,20542
"738","7166.rds","","0",7166,"BREAKING Florida Republican Rep. Cory Mills has announced he has successfully helped evacuate 45 American citizens from Israel. Rep. Cory Mills who served from 1999 to 2004 in the United States Army as a member of the 82nd Airborne Division has been helping Americans",1,12,17187
"739","7176.rds","","-1",7176,"A leaked video from Israel shows the editor giving instructions to the journalists and the cameraman where to film where to lie down how to breathe how scared they should be how to amplify the sound of shelling etc. While there is nothing around them they pretend that they",1,12,7454
"740","7202.rds","","-1",7202,"i need to know what dirt Israel has on the rest of the world cuz the propaganda is crazy",1,12,25504
"741","7211.rds","content_filter",NA,7211,"Hamas killed CHILDREN. That is totally morally unacceptable which is why were launching an offensive to kill 10x the amount of children that Hamas just did  Israel",1,12,21739
"742","7217.rds","","-1",7217,"Sweden Austria and Denmark have all officially suspended aid to Palestinians. Not one form of military sanctions against Israel for apartheid and crimes against humanity but now suspending aid to Palestinians under attack and siege. Bravo. Gaza Palestine Freedom",1,12,6077
"743","7272.rds","","1",7272,"SB Mtg In a shocking moment Abrar Omeish objects to calling for a moment of silence for the victims of Hamas terrorist attacks. Ms. Omeish states we should not permit one side's narrative to predominate  states that the saying No Justice No Peace applies to the conflict",1,12,1168
"744","7279.rds","","0",7279,"Every single X user needs to watch this. Repost this. Make it go viral.does a phenomenal job with this conflict",1,12,818
"745","7284.rds","","0",7284,"The International Olympic Committee IOC has decided to suspend the Russian Olympic Committee until further notice over the ongoing conflict between Moscow and Kiev.",1,12,2579
"746","7308.rds","","0",7308,"PM Justin Trudeau addresses the IsraelHamas conflict announcing that members of Canadas Standing Rapid Deployment Team are heading to the region. cdnpoli",1,12,866
"747","7325.rds","","-1",7325,"Moataz Aziza a journalist reporting on the conflict in the Gaza Strip tragically discovered that his own family had become victims of the violence he was covering. Tragically their condition was so severe that identification was impossible due to the extent of their",1,12,384
"748","7351.rds","","0",7351,"Wowpraisedapproach to the Middle East conflict and rightly ripped Trump. Creditwhere its due!",1,12,871
"749","7366.rds","","0",7366,"Given the developments in the PalestineIsrael conflict there is a growing concern that trust in themay further decline. It is not only my perspective rather this sentiment is shared among my colleagues who have also worked within the UN system. People are beginning to",1,12,224
"750","7384.rds","","0",7384,"The principle of distinction requires thatThe parties to the conflict must at all times distinguish between civilians and combatants. Attacks may only be directed against combatants. Attacks must not be directed against civilians.",1,12,832
"751","7395.rds","","0",7395,"The ENDFEritrean forcesAmhara forcesIranian UAVs operate together on the same side.",1,12,95
"752","7404.rds","","0",7404,"There's been a significant amount of misinformation online on the conflict between Hamas and Israel. Here's a breakdown of some of the claims we've seen over the past week.",1,12,226
"753","7421.rds","","0",7421,"I agree. THere's a shitton of examples. MY POINT is that Cannon is lying about what was briefedand more importantly the scope of how DOJ described the conflictand journalists are not calling her on it.",1,12,255
"754","7437.rds","content_filter",NA,7437,"He has no other choice he must eradicate Hamas then find sustainable solutions to eliminate any future conflict! Who agrees?",1,12,539
"755","7446.rds","","-1",7446,"As Anadolu it is with deep sorrow that we bear witness to the harsh realities of conflict once more. The home where the family of our esteemed colleaguelived was hit by strikes of Israeli warplanes. Through his compelling photographs Ali Jadallah has",1,12,182
"756","7484.rds","","-1",7484,"Key points from Abu Obeidahs speech The pace of coordination with the axis of resistance has increased  their impact",1,12,228
"757","7515.rds","","0",7515,"As the longrunning conflict erupts into more bloodshed and destruction we need to acknowledge both sides pain and suffering. joins this week's podcast with a personal message about partisanship and accountability.",1,12,157
"758","7540.rds","","0",7540,"We are increasingly seeing the conflict in Israel and Palestine spill over onto our streets here in New York with a reported instance of a hate crime in our community last night and many more instances of violence occurring around our city. My statement with ",1,12,119
"759","7568.rds","","0",7568,"A squadron of A10 ground attack planes based at DavisMonthan Air Force Base in Arizona will be stationed at al Dhafra Air Base in the United Arab Emirates according to US defense officials. Soon after the escalation of the conflict the U.S. announced that it was",1,12,112
"760","7586.rds","content_filter",NA,7586,"Allahu Akbar Austria! Hordes of Hamas Soldiers Mobilize in Vienna... Do you know that there are more Muslim students than Catholics in the schools of Austrian cities... Christianity is no longer the first religion Islam has taken its place. According to Die Welt In",1,12,22748
"761","7595.rds","content_filter",NA,7595,"Hamas We call for an international day of terrorism! NYPD We are putting every officer on duty for the Hamas international day of terrorism NBC News Conservative social media influencers spread conspiracy theory about potential acts of terrorism",1,12,18475
"762","7637.rds","content_filter",NA,7637,"There are growing security concerns across the world after the former leader of Hamas 20042017 Khaled Mashal issued a call for a global day of rage on Friday. He wants ppl to take to the streets to send a warning to the Zionists  Americans He calls it AlAqsa Friday",1,12,4472
"763","7656.rds","","1",7656,"The signs of Hamas' collapse in the ArabIsraeli community are innumerable. Arab influencers declaring their newfound Israeliness Arab volunteers in huge numbers to help the victims. Hamas made itself untouchable shameful. It made people want to be Israeli.",1,12,3269
"764","7670.rds","","-1",7670,"Noi Katzman whose Brother Chaim was murdered by Hamas The most important thing for me and also for my brother is that his death will not be used as a justification for killing innocent people",1,12,2402
"765","7674.rds","content_filter",NA,7674,"With Hamas calling for a global day of jihad tomorrow large cities like NYC are preparing for potential violence. Please be aware of your surroundings carry your firearm and be prepared to be your own first responder. Stay armed. Stay safe.",1,12,2495
"766","7714.rds","","0",7714,"Gaza is on the brink of running out of food water electricity and critical supplies the UN warns as the humanitarian crisis worsens in the strip. Israel has ordered a complete siege of the Palestinian territory after unprecedented terror attacks by Hamas militants.",1,12,575
"767","7722.rds","content_filter",NA,7722,"As aalum part time lecturer and Jew I find the chanting of intifada intifada! disgusting in the wake of the barbaric terror attacks in israel and Hamas call for violence against Jews globally. This is happening now at UCLA",1,12,955
"768","7763.rds","","1",7763,"X removes hundreds of Hamasaffiliated accounts saying no place for terrorist organisations ReadStory ",1,12,1028
"769","7808.rds","","-1",7808,"I nominateandto go to Gaza and negotiate the release of all hostages and the surrender of Hamas leadership to International Court of Justice. I wish these brave souls the best.",1,12,290
"770","7891.rds","","-1",7891,"My heart is with my people  Im heartbroken I can barley watch the videos I cant imagine living through them .. FREE PALESTINE FREE GAZA",1,12,35165
"771","7894.rds","content_filter",NA,7894,"BREAKING! The bodies of Palestinian babies children and women are piling up in front of the Al Shifa Hospital in the Gaza Strip. Victims of Israeli airstrikes! GazaUnderAttack Palestine",1,12,21000
"772","7904.rds","content_filter",NA,7904,"WARNING DISTURBING Almog 21 was at the Rei'm music festival. At 0745 he called his mom saying he was under fire. That was the last contact. At 1230 his family saw a Hamas clip of him with four other brutalized Israeli hostages in Gaza. His family wants the world to see.",1,12,21912
"773","7930.rds","","-1",7930,"Gaza  A Palestinian that lost his wife and children commenting on what he thinks about what happened to him and his family earlier today..",1,12,14345
"774","7974.rds","","-1",7974,"Americans also remain trapped in Gaza. One of them is Wafaa Abuzayda of Massachusetts who spoke to Morning Edition.",1,12,7995
"775","8034.rds","content_filter",NA,8034,"A young Palestinian man filming his final moments during Israels aggression on Gaza Spread This video around the world. Maybe Muslim around the world wake up for masjid AlAqsa. Palestine   FreeGaza",1,12,3623
"776","8057.rds","","-1",8057,"You dont need to be Muslim to stand up for Palestine you need to be Human . savepalestine",1,12,5300
"777","8060.rds","","-1",8060,"This the story of motaz and many in GAZA !!! gazaunderattack palestineunderattack gaza palestine freepalestine freegaza",1,12,2415
"778","8095.rds","","0",8095,"Another big protest in France. I wonder where are those politicians in Pakistan who makes millions every year on just the name of Palestineand Kashmir",1,12,2134
"779","8097.rds","","1",8097,"Poland took in more Ukrainian refugees than the total number of Palestinians in Gaza. How many Palestinian refugees have Egypt Saudi Iran UAE and all others who support Palestine taken? Zero. Cynicism runs deep among the Arab leadership.",1,12,3608
"780","8125.rds","","-1",8125,"Children killed this week in Israel 0 Palestine 447 and counting",1,12,2883
"781","8127.rds","","-1",8127,"India was with Palestine. India is with Palestine. And India will always remain with Palestine. Islamophobic Hindutva mobtroll does not represent India. IndiaWithPalestine",1,12,1486
"782","8139.rds","","-1",8139,"PLEASE SHARE AND DONATE a close friend and her family in Gaza their father had left for work in occupied palestine and cant send them money. they are literally living off donations they need the money for electricity and WATER",1,12,683
"783","8163.rds","","-1",8163,"Speed response to Free Palestine duhhhh of course",1,12,9138
"784","8176.rds","","-1",8176,"15.000 weapons in the hands of Zionist settlers in the WestBank according to the security committee in the Israeli Knesset estimated to rise to 165.000 by the end of this year. Palestine",1,12,751
"785","8195.rds","","-1",8195,"This is so Incredibly Disgusting The proPalestinian college student activism group 'Students for Justice in Palestine' SJP is calling for college students cross the US and other nations to host a 'day of resistance to protest for Liberating colonized land in Israel...",1,12,1502
"786","8199.rds","","-1",8199,"French Justice Minister Whoever shows sympathy with Hamas or Gaza is subject to jail for 7 years Many countries are expected to follow suit The death of Free Palestine",1,12,1395
"787","8232.rds","content_filter",NA,8232,"Israel bombed a truck full of Palestinians trying to evacuate killing at least 40. Palestinians are being massacred by Israelwhile trying to follow Israels impossible order to evacuate over 1 million Palestinians from north Gaza within 24 hours. This is an atrocity.",1,13,24532
"788","8256.rds","content_filter",NA,8256,"Protest against Israel in Jamia Miyan Islamia University. These are snakes living in our backyard. The government should identify all these students  book under UAPA. They're futurepotential terr0rists they do everything except study...",1,13,23726
"789","8279.rds","content_filter",NA,8279,"GazaGenocide Will this be our last sunrise?! We are staying. Some families left to other areas also bombed by Israel. If we are bombed anyway many believe we must stay wherever we are but also to prevent another Nakbadisplacement of native Palestinians.",1,13,19428
"790","8361.rds","content_filter",NA,8361,"Israel killed my cousin her husband and their children. I will remember her as a smart young woman. She was a math teacher who cared so much about her students. She was kind respectful and down to earth.",1,13,13504
"791","8369.rds","content_filter",NA,8369,"New York Times Hassan Nasrallah the leader of Hezbollah held an hourslong online meeting in March with an elite group of strategists from all the Iranbacked militias and told them to get ready for a war with Israel with a scope and reachincluding a ground invasionthat",1,13,9954
"792","8371.rds","","-1",8371,"I just dont know when it happened that we could not share shock horror condemnation  civilians who would be harmed in response in Palestine. Just on a human level. Do better world.",1,13,20011
"793","8372.rds","","-1",8372,"The killings in Israel were appalling. But they were not by the population of Gaza. I desperately hope I am wrong. But I fear the world is about to stand by and many will cheer as a State commits an atrocity of generational proportions against innocents.",1,13,18425
"794","8381.rds","","1",8381,"Why muslim brotherhood not asking or requesting Hamas to return all the hostages back to Israel safely and then demand restoration of water  electricity? They won't! Why?",1,13,13305
"795","8389.rds","","-1",8389,"According toIsrael is committing pure acts of terror by cutting the electricity and water supply to Palestinians in Gaza?",1,13,9724
"796","8409.rds","","-1",8409,"Every single politician pundit and talking head who has spent the last week bloviating that Israel has a right to defend itself the coming bloodshed is 100 on your hands. And we won't let you forget it.",1,13,8569
"797","8413.rds","","0",8413,"Its possible to totally condemn actions of Hamas as I do  guarantee safe passage out for medical care ceasefire Palestine",1,13,13913
"798","8437.rds","","-1",8437,"BREAKING Egypt says Israel's call for the evacuation of northern Gaza is a 'serious breach of international humanitarian law'",1,13,9988
"799","8440.rds","","0",8440,"BREAKING Israels military has directed the evacuation of northern Gaza a region that is home to 1.1 million people within 24 hours according to a U.N. spokesman.",1,13,7424
"800","8484.rds","content_filter",NA,8484,"The conflict didn't start in 1948. It was in the 1920s with the Nebi Musa and 1929 riots. In those cases Arabs castrated Jewish men raped Jewish women and cut open the stomachs of expectant mothers. You can't understand the conflict without analyzing those events.",1,13,1672
"801","8539.rds","","-1",8539,"BREAKING Ihan Omar releases new statement regarding the Israel conflict The mass expulsion of over 1 million people in a day is ethnic cleansing.l The UN has already said this is impossible and will have devastating humanitarian consequences. We have to stop",1,13,1087
"802","8565.rds","","0",8565,"I decided to create a minilecture on just war theory because it is the only norm by which a military conflict can be judged morally.",1,13,543
"803","8571.rds","","0",8571,"While I sympathise with Humza Yousaf's family trapped in Gaza he has to be careful not to personalise the conflict. It is not his family's fault that Hamas attacked Israel but neither is it Israel's fault that they were in Gaza. The issues are much bigger than anyone's family",1,13,894
"804","8574.rds","","-1",8574,"WATCH  Thiruvananthapuram Social Democratic Party of India SDPI members held a protest in Kerala in support of Palestinians amid the ongoing IsraelHamas conflict earlier today.",1,13,712
"805","8601.rds","","1",8601,"It's almost impossible looking at BBC coverage of conflict in the Middle East not to treat this as some evidence of bias. Rabbi Harvey Belovski thanks Nadine Dorries for writing a joint letter to Tim Davie about the BBC's refusal to call Hamas 'terrorists'.",1,13,316
"806","8605.rds","","1",8605,"Israel faced a cruel attack and has the right to defend itself  Putin said. But he also urged for a peaceful solution to the conflict. IsraelFightsBack Isarel IsraelPalestineConflictIsraeliWarCrimes HamasisISIS Gazagenocide Gaza HamasTerrorist UkraineWar",1,13,426
"807","8650.rds","","0",8650,"Secure Attachment shows up as  supports and allows themselves to be supported  builds longterm relationships through trust  is comfortable giving and taking space  feels appreciated and gives appreciation  trust friends and can get through conflict",1,13,800
"808","8684.rds","","0",8684,"Exploiting the imagery of children in the context of conflict is deeply troubling. It's a stark reminder of the complexities surrounding information and propaganda in times of war.",1,13,2126
"809","8691.rds","","1",8691,"Liberal New Yorkers think that now is the time to have a rational discussion about giving Palestinians what they want. The part they dont understand is what the radical left really wants is to bring the violent conflict between Palestine and Israel to the streets of NYC.",1,13,188
"810","8696.rds","","1",8696,"This debate gets HEATED. The farleft's delusion on the IsraelHamas conflict is on full display here",1,13,275
"811","8701.rds","","0",8701,"Chhattisgarh's Chief Minister Bhupesh Baghel's refusal to assist the Rajasthan Government in granting approval for coal mining remains inflexible. As a result of this internal conflict Rajasthan will soon experience substantial electricity shortages and the livelihoods of",1,13,110
"812","8734.rds","","0",8734,"Antony Blinken has tackled some of the most complicated crises to face a modern US secretary of state. The conflict in the Middle East poses one of his most serious challenges yet",1,13,132
"813","8753.rds","","0",8753,"With civilians fleeing northern Gaza in accordance with an Israeli warning to move south this caller draws upon evidence from Boko Haram proposing a worrying prospect for the future of the conflict.",1,13,177
"814","8758.rds","","0",8758,"France has today suffered one Islamist attack on a school in Arrass with one teacher killed and has prevented another. We must be prepared for some people to try to play out the conflict in Gaza on our streets.",1,13,114
"815","8770.rds","content_filter",NA,8770,"This is the No.1 reason why the occupation apartheid ethnic cleansing and conflict continues.",1,13,82
"816","8789.rds","content_filter",NA,8789,"JUST IN The global day of rage has begun after former Hamas chief Khaled Meshaal called on Muslims around the world to take action. A teacher was fatally stabbed in Arras France by a man who yelled Allahu Ahkbar according to local media. In Beijing China an Israeli",1,13,21835
"817","8797.rds","","-1",8797,"Biden It's also a priority for me to urgently address the humanitarian crisis in Gaza We can't lose sight of the fact that the overwhelming majority of Palestinians had nothing to do with Hamas and the appalling attacks",1,13,27133
"818","8813.rds","","1",8813,"Israeli Air Force dropped over 6000 bombs on Hamas terror targets in Gaza.",1,13,18644
